k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Gardnerella	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;__	1.0	1.0	1.0	1.0	16.0	1.0	1.0	1.0	1.0	52.0	1.0	1.0	1.0	1.0	1.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__	1.0	1.0	1.0	16.0	87.0	1.0	1.0	1.0	9.0	69.0	1.0	3.25	20.5	79.5	204.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Atopobium	1.0	1.0	1.0	1.0	14.0	1.0	1.0	1.0	1.0	24.0	1.0	1.0	1.0	7.75	28.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	1.0	1.0	43.0	95.5	230.0	1.0	1.0	74.0	165.0	237.0	1.0	16.0	76.5	95.5	221.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Eggerthella	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	16.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Slackia	1.0	1.0	1.0	1.0	15.0	1.0	1.0	1.0	1.0	11.0	1.0	1.0	1.0	1.0	18.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;__;__	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__;g__	1.0	1.0	1.0	1.0	189.0	1.0	1.0	1.0	10.0	104.0	1.0	1.0	1.0	1.0	169.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;__	1.0	1.0	1.0	1.0	92.0	1.0	1.0	1.0	1.0	64.0	1.0	1.0	1.0	29.75	116.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides	1.0	16.0	60.0	180.5	1495.0	1.0	1.0	5.0	71.0	715.0	1.0	1.0	27.5	179.0	539.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Parabacteroides	1.0	1.0	11.0	27.0	144.0	1.0	1.0	1.0	1.0	101.0	1.0	1.0	33.5	98.0	266.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas	1.0	1.0	1.0	6.5	65.0	1.0	1.0	1.0	1.0	32.0	1.0	1.0	1.0	1.0	6.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella	1.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	1.0	325.0	515.0	1102.0	1521.0	1.0	1.0	466.0	781.0	1222.0	1.0	115.25	498.5	884.25	2217.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__	1.0	1.0	1.0	1.0	68.0	1.0	1.0	1.0	1.0	15.0	1.0	1.0	1.0	6.25	74.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes	1.0	1.0	1.0	1.0	45.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	101.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__S24-7;g__	1.0	1.0	1.0	24.5	133.0	1.0	1.0	1.0	1.0	94.0	1.0	1.0	5.0	65.75	157.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Butyricimonas	1.0	1.0	1.0	1.0	65.0	1.0	1.0	1.0	1.0	57.0	1.0	1.0	1.0	1.0	1.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Odoribacteraceae];g__Odoribacter	1.0	1.0	1.0	2.0	61.0	1.0	1.0	1.0	1.0	17.0	1.0	1.0	1.0	43.25	103.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__	1.0	1.0	1.0	1.0	48.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__CF231	1.0	1.0	1.0	1.0	67.0	1.0	1.0	1.0	1.0	44.0	1.0	1.0	1.0	1.0	54.0
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__[Paraprevotellaceae];g__[Prevotella]	1.0	45.5	86.0	236.5	607.0	1.0	1.0	1.0	164.0	347.0	1.0	1.0	82.0	272.25	972.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga	1.0	1.0	1.0	1.0	12.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__[Weeksellaceae];g__	1.0	1.0	1.0	1.0	8.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
k__Bacteria;p__Cyanobacteria;c__4C0d-2;o__YS2;f__;g__	1.0	1.0	1.0	1.0	89.0	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	1.0	97.0
k__Bacteria;p__Cyanobacteria;c__Chloroplast;o__Streptophyta;f__;g__	1.0	1.0	1.0	1.0	59.0	1.0	1.0	1.0	1.0	31.0	1.0	1.0	1.0	1.0	1.0
k__Bacteria;p__Firmicutes;__;__;__;__	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	4.0
k__Bacteria;p__Firmicutes;c__Bacilli;__;__;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus	1.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0	1.0	1.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	979.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;__	1.0	1.0	1.0	13.0	103.0	1.0	1.0	1.0	9.0	29.0	1.0	1.0	1.0	1.0	41.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__	1.0	1.0	1.0	1.0	22.0	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	1.0	7.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;__;__	1.0	1.0	1.0	1.0	22.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	21.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Alloiococcus	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	26.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella	1.0	1.0	1.0	24.5	59.0	1.0	1.0	1.0	7.0	15.0	1.0	1.0	1.0	1.0	42.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	1.0	1.0	1.0	32.5	323.0	1.0	1.0	1.0	1.0	113.0	1.0	1.0	1.0	6.25	111.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Vagococcus	1.0	1.0	1.0	1.0	26.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	1.0	21.0	117.0	179.0	1448.0	1.0	268.0	458.0	1070.0	6578.0	1.0	49.5	150.5	416.25	2001.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	30.0	1.0	1.0	1.0	1.0	105.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;__	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	1.0	4.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc	1.0	1.0	1.0	1.0	140.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	68.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella	1.0	1.0	1.0	70.0	1572.0	1.0	1.0	19.0	122.0	612.0	1.0	1.0	20.5	110.25	1490.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	1.0	118.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	1.0	159.5	319.0	449.5	712.0	3.0	95.0	159.0	645.0	1778.0	1.0	84.0	257.0	543.25	1548.0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	8.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;__;__	1.0	1.0	1.0	7.5	218.0	1.0	1.0	1.0	5.0	211.0	1.0	2.75	42.5	101.75	220.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	1.0	1.0	1.0	4.0	154.0	1.0	1.0	1.0	16.0	33.0	1.0	1.0	9.0	38.25	146.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	18.0	1.0	1.0	1.0	14.5	42.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;__	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	63.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	1.0	1.0	1.0	14.0	104.0	1.0	1.0	1.0	7.0	62.0	1.0	1.0	1.0	1.0	96.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	54.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	28.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;__	1.0	1.0	17.0	34.0	470.0	1.0	1.0	81.0	124.0	402.0	1.0	1.0	237.5	326.5	501.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	1.0	1.0	1.0	46.5	143.0	1.0	1.0	1.0	90.0	405.0	1.0	1.0	45.5	107.5	221.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	1.0	1.0	1.0	79.0	319.0	1.0	1.0	1.0	118.0	193.0	1.0	1.0	74.5	208.25	287.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Butyrivibrio	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	35.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Clostridium	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	25.0	1.0	1.0	1.0	1.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	1.0	1.0	1.0	27.0	276.0	1.0	1.0	1.0	22.0	154.0	1.0	1.0	65.0	194.0	270.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	1.0	1.0	19.0	99.5	195.0	1.0	1.0	6.0	192.0	436.0	1.0	1.0	85.0	178.75	410.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoanaerobaculum	1.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	1.0	1.0	1.0	29.5	158.0	1.0	1.0	1.0	1.0	116.0	1.0	1.0	1.0	15.25	247.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium	1.0	1.0	1.0	1.0	71.0	1.0	1.0	1.0	1.0	41.0	1.0	1.0	1.0	1.0	22.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	1.0	1.0	1.0	100.5	548.0	1.0	1.0	58.0	117.0	324.0	1.0	1.0	45.0	154.75	547.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]	1.0	4.0	50.0	95.0	156.0	1.0	1.0	3.0	223.0	287.0	1.0	1.0	87.5	142.75	290.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	26.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	15.0	1.0	1.0	1.0	1.0	38.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus	1.0	1.0	1.0	4.5	220.0	1.0	1.0	1.0	1.0	16.0	1.0	1.0	1.0	1.0	9.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__[Clostridium]	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	84.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;__	1.0	1.0	1.0	21.5	360.0	1.0	1.0	1.0	17.0	243.0	1.0	1.75	34.5	94.25	419.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	1.0	1.0	1.0	3.5	278.0	1.0	1.0	1.0	1.0	65.0	1.0	1.0	35.0	110.25	276.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Anaerotruncus	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Butyricicoccus	1.0	1.0	1.0	13.0	72.0	1.0	1.0	1.0	1.0	156.0	1.0	1.0	1.0	26.0	51.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	1.0	77.0	133.0	219.0	3805.0	1.0	1.0	81.0	252.0	1469.0	1.0	39.25	157.5	454.75	949.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Gemmiger	1.0	1.0	1.0	54.5	130.0	1.0	1.0	1.0	36.0	207.0	1.0	1.0	40.5	111.0	366.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	1.0	1.0	7.0	50.5	479.0	1.0	1.0	1.0	33.0	304.0	1.0	3.5	84.5	217.0	474.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	1.0	1.0	1.0	1.0	69.0	1.0	1.0	1.0	1.0	29.0	1.0	1.0	8.0	42.75	127.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;__	1.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	1.0	1.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Anaerovibrio	1.0	1.0	1.0	2.5	148.0	1.0	1.0	1.0	108.0	685.0	1.0	1.0	1.0	1.0	234.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister	1.0	5.5	81.0	122.5	203.0	1.0	1.0	1.0	68.0	867.0	1.0	1.0	61.0	147.0	415.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megamonas	1.0	1.0	1.0	1.0	81.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	224.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera	1.0	1.0	72.0	129.0	374.0	1.0	1.0	1.0	51.0	608.0	1.0	1.0	1.0	1.0	437.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Mitsuokella	1.0	1.0	1.0	12.0	169.0	1.0	1.0	1.0	1.0	95.0	1.0	1.0	1.0	1.0	29.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium	1.0	1.0	1.0	5.0	165.0	1.0	1.0	1.0	75.0	217.0	1.0	1.0	1.0	109.25	568.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Selenomonas	1.0	1.0	1.0	1.0	19.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella	1.0	88.0	228.0	490.0	1790.0	1.0	16.0	91.0	121.0	254.0	1.0	6.75	121.0	195.75	281.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];__	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__	1.0	1.0	1.0	3.5	24.0	1.0	1.0	1.0	1.0	64.0	1.0	1.0	5.0	25.25	46.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Mogibacterium	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	10.0	1.0	1.0	1.0	1.0	22.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus	1.0	1.0	1.0	1.0	12.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Parvimonas	1.0	1.0	1.0	1.0	62.0	1.0	1.0	1.0	1.0	8.0	1.0	1.0	1.0	1.0	24.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Peptoniphilus	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__WAL_1855D	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;__	1.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	4.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__	1.0	1.0	1.0	4.5	133.0	1.0	1.0	1.0	1.0	150.0	1.0	1.0	12.0	77.25	171.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia	1.0	1.0	1.0	20.5	79.0	1.0	1.0	1.0	1.0	83.0	1.0	1.0	1.0	1.0	108.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Catenibacterium	1.0	1.0	1.0	1.0	92.0	1.0	1.0	1.0	1.0	94.0	1.0	1.0	1.0	6.75	103.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium	1.0	1.0	1.0	7.0	77.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	9.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__RFN20	1.0	1.0	1.0	1.0	37.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__[Eubacterium]	1.0	1.0	1.0	31.5	118.0	1.0	1.0	1.0	1.0	129.0	1.0	1.0	1.0	89.0	224.0
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae;g__p-75-a5	1.0	1.0	1.0	1.0	17.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	85.0
k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;__	1.0	1.0	1.0	1.0	21.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0
