Group 1,Group 2,H,p-value,q-value
Kwashiorkor (n=15),Marasmus (n=13),1.4901856763925707,0.2221876533408792,0.3332814800113188
Kwashiorkor (n=15),Non-malnourished (n=14),0.27428571428571047,0.6004712601233879,0.6004712601233879
Marasmus (n=13),Non-malnourished (n=14),3.0518053375196104,0.08064744976426026,0.2419423492927808
