Group 1,Group 2,H,p-value,q-value
Jaune (n=24),Rouge (n=3),2.1488095238095184,0.14268048429721927,0.21402072644582892
Jaune (n=24),Vert (n=15),0.7008333333333354,0.4025038237820029,0.4025038237820029
Rouge (n=3),Vert (n=15),4.803508771929813,0.02840183704420187,0.08520551113260562
