Group 1,Group 2,H,p-value,q-value
Jaune (n=24),Rouge (n=3),2.625,0.10519250512004134,0.15778875768006204
Jaune (n=24),Vert (n=15),0.9075000000000131,0.3407786135629484,0.3407786135629484
Rouge (n=3),Vert (n=15),4.298245614035082,0.03815171017341519,0.11445513052024557
