#OTU ID	1	10	11	12	13	14	15	16	17	18	19	2	20	22	23	24	25	26	27	28	29	3	30	31	32	33	34	35	36	37	38	39	4	40	41	42	43	5	6	7	8	9
EC:1.1.1.1	6652.260000000001	6794.68	15640.08	3821.21	5559.66	9522.929999999998	7855.9400000000005	5686.799999999999	6189.029999999999	2639.2799999999997	2675.42	5561.8099999999995	2883.14	4581.650000000001	2978.97	4287.5	7059.049999999999	4824.11	6281.990000000001	4416.43	16105.070000000002	3267.11	4383.61	5206.39	11137.670000000002	5254.700000000001	5110.110000000001	7278.619999999999	4148.210000000001	3101.89	4791.71	4679.180000000001	4294.0	4023.0200000000004	4996.96	2217.7999999999997	9825.92	9582.529999999999	3264.45	2614.69	20539.23	8884.09
EC:1.1.1.100	4003.03	6190.299999999999	15169.349999999999	3517.9099999999994	13921.24	6029.7699999999995	5062.88	12348.119999999999	13836.94	4237.73	4767.92	13863.980000000003	7480.439999999999	4461.96	6539.959999999999	9110.14	4519.26	7128.06	12665.68	5768.990000000001	6116.63	4920.009999999998	6294.51	13909.350000000002	12505.429999999998	14748.089999999997	9085.28	10590.02	8086.1900000000005	7629.4400000000005	13264.490000000002	3334.12	9484.07	9247.949999999999	8169.94	3941.2100000000014	8573.81	11821.63	8654.46	6820.910000000001	14246.770000000002	5528.179999999999
EC:1.1.1.103	1924.83	753.9800000000001	4401.030000000001	216.66	686.1700000000001	165.28000000000003	37.67	761.6	687.8000000000001	180.71	391.85	551.75	349.0	820.8399999999999	239.79999999999998	164.5	1527.9899999999998	1163.7599999999998	927.11	723.75	691.4000000000001	791.9200000000001	206.32000000000002	286.33	2307.66	429.33	609.0000000000001	1027.69	494.22	545.6700000000001	373.0	471.5	366.34	145.34	150.32999999999998	368.59	973.8899999999999	144.07	532.0	298.00000000000006	7535.839999999999	3308.52
EC:1.1.1.108	0.0	4.0	0.0	0.0	170.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.8	0.0	0.0	12.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	34.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2.4
EC:1.1.1.11	0.0	0.0	65.19000000000001	0.0	0.0	46.95	0.0	0.0	0.0	9.71	43.86	15.09	0.0	0.0	74.23	0.0	0.0	78.42999999999999	0.0	173.07999999999998	52.48	116.69	0.0	0.0	1.0	0.0	100.5	6.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.26	132.39000000000001	0.0	0.0	0.0	188.51999999999998	74.00999999999999
EC:1.1.1.122	0.0	3.5	33.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	26.75	0.0	0.0	0.0	11.67	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.25	0.0	0.0	0.0	23.619999999999997	0.0
EC:1.1.1.125	313.5	96.63999999999999	1394.2	35.0	0.0	445.00000000000006	165.5	103.0	234.8	178.88	329.08000000000004	168.18	146.0	255.96	289.71000000000004	154.0	653.16	621.86	559.5999999999999	564.1600000000001	3454.6299999999997	535.06	182.0	306.0	399.0	401.5	525.0	586.72	1027.3500000000001	183.5	338.0	539.5	102.62	246.0	354.0	479.52000000000004	1073.78	1216.0	33.0	51.0	1577.81	712.2700000000001
EC:1.1.1.130	313.5	94.63999999999999	1228.79	35.0	148.6	22.43	5.0	196.0	84.8	50.5	79.33	208.0	50.0	141.0	98.0	28.0	284.15999999999997	175.23000000000002	120.60000000000001	88.47	80.17	109.86	50.0	59.0	392.6499999999999	163.0	80.37	117.86	101.14	79.0	143.7	79.5	10.0	13.6	54.0	69.53	124.5	80.8	4.83	37.5	1055.66	529.5
EC:1.1.1.132	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.8	0.0	0.0	12.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4
EC:1.1.1.133	2573.53	2077.04	6678.1100000000015	1269.7600000000002	5580.759999999999	839.6300000000001	1559.77	5065.33	5051.55	1487.0699999999997	1639.3100000000004	5210.020000000002	2983.5399999999995	1168.6199999999997	2280.8900000000003	3270.2599999999998	2150.0299999999997	3374.190000000001	5126.410000000001	2310.0499999999997	1075.04	1890.0400000000002	3043.57	5631.740000000002	5226.16	5651.429999999999	2990.67	4409.19	4060.140000000001	2764.4700000000016	5423.320000000001	1542.0	3564.6099999999997	3268.94	3138.8999999999996	1458.7800000000002	3217.39	4324.37	3451.1	2934.0000000000005	9159.070000000002	3535.7599999999998
EC:1.1.1.136	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	51.910000000000004	0.0	0.71	24.0	0.0	8.71	220.8	3.86	0.0	20.8	0.0	102.0	11.0	4.0	0.0	20.86	0.0	0.0	11.2	5.0	3.71	0.0	71.0	0.0	0.0	0.0	15.67	0.0	0.0	28.0	0.0	0.0	0.0	4.4
EC:1.1.1.137	0.0	6.0	2.0	29.0	9.5	198.0	56.0	33.5	77.0	18.340000000000003	77.99	19.33	45.33	82.0	42.01	1.0	0.0	72.67	0.0	42.34	25.34	0.0	0.0	14.33	2.67	0.0	16.67	0.0	7.33	19.0	22.67	0.0	59.0	75.0	107.33	0.0	26.67	0.0	5.0	8.0	21.0	35.0
EC:1.1.1.14	0.0	699.5	62.239999999999995	96.0	2762.3	894.0	0.0	2567.6	3481.58	138.88	97.24	3451.25	1810.0	0.0	131.72	2175.3599999999997	33.42	352.12	1972.0	340.12	19.669999999999998	483.30000000000007	392.0	3331.53	1933.0	2514.33	965.06	2509.1699999999996	801.4	372.0	2320.87	0.0	2104.62	2068.6	1728.0	897.2	57.28	908.2	2266.0	709.0	139.32999999999998	206.0
EC:1.1.1.140	2204.83	676.4800000000001	4909.310000000001	269.33000000000004	87.97	223.80000000000004	93.67	491.5	600.63	163.87999999999997	525.04	273.96000000000004	39.5	941.8399999999998	480.34000000000003	281.5	1812.15	1238.3299999999997	979.81	996.1499999999999	759.8499999999999	884.43	357.82000000000005	137.57999999999998	2302.33	53.83	576.74	1365.5400000000002	399.81999999999994	629.6700000000001	0.0	622.5	105.34	148.34	93.33	723.5999999999999	1307.89	4.67	224.0	358.0	8813.46	3831.5299999999997
EC:1.1.1.157	595.0	434.96	3450.0699999999997	253.32999999999998	2872.5	2061.6099999999997	450.91999999999996	1686.5500000000002	2998.62	371.04	734.37	3692.6800000000003	1348.83	1089.47	794.34	1887.24	888.0799999999999	1172.9999999999998	2761.7799999999997	801.23	6852.25	1008.3100000000002	655.0	2617.11	2670.38	2978.79	1454.99	2103.96	2612.09	687.0	2747.84	718.75	977.12	1743.17	1933.87	837.02	1833.7600000000002	2962.5	1206.0	1432.0	1612.19	771.78
EC:1.1.1.159	2169.83	1069.98	4409.240000000001	523.66	740.07	259.33	137.67000000000002	1113.5	851.13	613.46	511.18999999999994	463.66	260.5	1646.3400000000001	349.32	282.0	1525.4899999999998	1230.7299999999998	1222.11	693.57	569.84	1007.9800000000001	342.32	234.41	2511.16	653.3299999999999	849.2000000000002	1079.53	1130.1799999999998	649.6700000000001	842.2	416.5	418.96	349.94000000000005	139.32999999999998	312.53	914.4999999999999	773.72	527.5	309.50000000000006	7342.65	3296.01
EC:1.1.1.169	4178.360000000001	2675.72	9987.19	1446.09	3849.8099999999995	2916.4599999999996	2605.44	3945.3899999999994	4085.3	783.95	1744.07	3401.73	1852.8799999999999	1707.8799999999994	1435.57	2395.3599999999997	3481.8599999999997	2827.1199999999994	4295.19	2480.8399999999997	7995.55	2036.91	1416.74	3163.5200000000004	6014.94	3469.37	2709.79	3700.99	3091.9600000000005	1949.74	3238.17	1495.5	2183.1499999999996	1922.38	1970.41	1620.0099999999995	3603.28	4082.2400000000002	2038.06	1740.43	16049.489999999998	6450.539999999999
EC:1.1.1.17	313.5	201.64	1315.0100000000004	113.67	375.5	988.4499999999999	187.0	230.0	240.3	47.88	280.19	550.59	299.5	163.5	333.48	520.5	610.66	511.43	482.2	591.5799999999999	232.73000000000005	356.72999999999996	1400.5	284.25	549.1700000000001	317.5	610.17	1060.71	358.14	689.0	335.0	1031.5	177.0	251.0	295.0	377.2600000000001	825.89	1038.0	600.0	324.5	1443.1800000000003	691.01
EC:1.1.1.18	0.0	89.0	200.50000000000003	103.0	266.87	91.47	0.0	311.43	152.57	29.340000000000003	107.39	671.0100000000001	177.0	1.33	344.79	387.36	87.35	342.86	75.67	373.29999999999995	108.71	310.31	0.0	338.43	370.0	148.65	253.0	373.22	136.4	28.0	215.67000000000002	0.0	63.239999999999995	51.0	193.0	230.52	273.78000000000003	11.4	341.0	46.0	535.4	198.01999999999998
EC:1.1.1.193	2296.83	2480.7799999999997	9368.58	1534.9900000000002	3874.2399999999993	2215.5499999999997	2536.67	4095.2499999999986	2900.2499999999995	2275.67	2683.2400000000002	3865.5000000000014	2891.899999999999	1976.88	3410.7300000000005	2856.2599999999998	2178.16	3527.3800000000006	4373.610000000001	2659.04	4779.73	2099.3500000000004	2639.3	4338.320000000001	4679.189999999999	4551.389999999999	4036.4300000000007	2751.7100000000005	3541.9600000000005	3721.4800000000005	4139.940000000001	1372.5	2573.4300000000003	2972.3100000000004	2647.3199999999997	1824.2600000000002	3778.14	5631.419999999999	2074.0299999999997	2976.07	9479.330000000002	3505.6699999999996
EC:1.1.1.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EC:1.1.1.202	251.0	0.0	74.48	0.0	0.0	106.05	156.5	0.0	88.57	20.17	157.73000000000002	2.71	13.0	68.46000000000001	121.63000000000001	3.86	300.5	78.42999999999999	102.0	251.83	3378.86	111.58	56.0	14.86	1.0	60.5	346.5	50.86	237.21	35.5	0.0	194.0	5.62	0.0	223.0	103.01	883.14	1028.0	0.0	0.0	339.43	77.00999999999999
EC:1.1.1.205	3033.03	4499.82	9699.5	2978.75	5966.339999999999	5728.34	5103.08	5506.5599999999995	5691.880000000001	2848.11	3221.2599999999998	5660.650000000002	3538.7799999999993	3971.8500000000004	4054.42	3858.1399999999994	3255.81	4144.450000000001	5800.759999999999	3234.6299999999997	5053.74	2605.1799999999994	3747.3399999999997	5809.450000000001	7015.040000000001	6298.609999999998	4995.280000000001	4476.359999999999	4480.17	4061.6300000000006	5774.81	1972.31	4046.2799999999997	4137.450000000001	4178.969999999999	1992.96	4475.5599999999995	6442.549999999999	3567.2599999999998	3574.5000000000005	9604.130000000001	3963.66
